Period Number,Value,Date
693,71552.9609375,2013-12-05
694,69982.90625,2013-12-06
695,67369.2890625,2013-12-07
696,65737.125,2013-12-08
697,65142.62890625,2013-12-09
698,65063.7109375,2013-12-10
699,64321.69140625,2013-12-11
700,63734.75390625,2013-12-12
701,63387.0703125,2013-12-13
702,63439.15625,2013-12-14
703,67550.9375,2013-12-15
704,71635.765625,2013-12-16
705,75399.3359375,2013-12-17
706,79033.046875,2013-12-18
707,82227.21875,2013-12-19
708,85308.3515625,2013-12-20
709,88068.296875,2013-12-21
710,90695.4921875,2013-12-22
711,93036.3125,2013-12-23
712,95318.546875,2013-12-24
713,97237.171875,2013-12-25
714,98879.5390625,2013-12-26
715,100393.484375,2013-12-27
716,101737.546875,2013-12-28
717,102597.640625,2013-12-29
718,102977.4765625,2013-12-30
719,102899.140625,2013-12-31
720,102124.453125,2014-01-01
721,100719.375,2014-01-02
722,98814.6171875,2014-01-03
723,97169.5703125,2014-01-04
724,95213.0390625,2014-01-05
725,93046.578125,2014-01-06
726,90631.359375,2014-01-07
727,88032.671875,2014-01-08
728,85301.046875,2014-01-09
729,82349.09375,2014-01-10
730,79225.5234375,2014-01-11
731,75905.5,2014-01-12
732,72459.90625,2014-01-13
733,67892.59375,2014-01-14
734,63777.42578125,2014-01-15
735,59739.484375,2014-01-16
736,55614.27734375,2014-01-17
737,54909.85546875,2014-01-18
738,55800.8203125,2014-01-19
739,56823.05078125,2014-01-20
740,58124.76953125,2014-01-21
741,59589.8828125,2014-01-22
742,61180.86328125,2014-01-23
743,62643.5703125,2014-01-24
744,64471.1015625,2014-01-25
745,66385.0,2014-01-26
746,67661.7890625,2014-01-27
747,69029.7890625,2014-01-28
748,70222.359375,2014-01-29
749,71108.3984375,2014-01-30
750,71555.4140625,2014-01-31
751,71412.6953125,2014-02-01
752,70611.4921875,2014-02-02
753,68976.3828125,2014-02-03
754,66543.125,2014-02-04
755,63074.421875,2014-02-05
756,58737.578125,2014-02-06
757,53268.8515625,2014-02-07
758,47334.82421875,2014-02-08
759,41351.15625,2014-02-09
760,35419.02734375,2014-02-10
761,29518.80078125,2014-02-11
762,23800.90625,2014-02-12
763,18243.796875,2014-02-13
764,13748.0712890625,2014-02-14
765,9809.478515625,2014-02-15
766,6444.4462890625,2014-02-16
767,3897.978515625,2014-02-17
768,2086.345703125,2014-02-18
769,1119.4437255859375,2014-02-19
770,1182.09228515625,2014-02-20
771,1488.396240234375,2014-02-21
772,1720.3778076171875,2014-02-22
773,2724.43896484375,2014-02-23
774,4298.29931640625,2014-02-24
775,6057.26416015625,2014-02-25
776,7576.02783203125,2014-02-26
777,8937.6962890625,2014-02-27
778,10221.3779296875,2014-02-28
779,11100.6552734375,2014-03-01
780,11605.2099609375,2014-03-02
781,11164.953125,2014-03-03
782,10440.4609375,2014-03-04
783,9469.876953125,2014-03-05
784,8327.2802734375,2014-03-06
785,7245.904296875,2014-03-07
786,6181.49267578125,2014-03-08
787,5052.5673828125,2014-03-09
788,4014.59814453125,2014-03-10
789,3088.802978515625,2014-03-11
790,2309.98388671875,2014-03-12
791,1666.5692138671875,2014-03-13
792,1299.478515625,2014-03-14
793,1489.3779296875,2014-03-15
794,1638.5928955078125,2014-03-16
795,1903.140869140625,2014-03-17
796,2082.815673828125,2014-03-18
797,2310.470458984375,2014-03-19
798,2695.44140625,2014-03-20
799,3209.099853515625,2014-03-21
800,3561.76513671875,2014-03-22
801,3690.44189453125,2014-03-23
802,3651.51123046875,2014-03-24
803,3620.373291015625,2014-03-25
804,3499.14306640625,2014-03-26
805,3159.926513671875,2014-03-27
806,2845.181640625,2014-03-28
807,2479.973876953125,2014-03-29
808,2274.485595703125,2014-03-30
809,2096.82470703125,2014-03-31
810,2176.08203125,2014-04-01
811,2128.1435546875,2014-04-02
812,2239.672607421875,2014-04-03
813,2390.0888671875,2014-04-04
814,2535.0546875,2014-04-05
815,2893.413330078125,2014-04-06
816,3414.71923828125,2014-04-07
817,3931.371337890625,2014-04-08
818,4458.1923828125,2014-04-09
819,5397.189453125,2014-04-10
820,6072.41650390625,2014-04-11
821,6725.46484375,2014-04-12
822,7391.576171875,2014-04-13
823,7794.11083984375,2014-04-14
824,7818.1083984375,2014-04-15
825,7747.73828125,2014-04-16
826,7779.271484375,2014-04-17
827,7858.10546875,2014-04-18
828,7748.47900390625,2014-04-19
829,7626.9072265625,2014-04-20
830,7603.443359375,2014-04-21
831,7547.11767578125,2014-04-22
832,7448.38818359375,2014-04-23
833,7248.19970703125,2014-04-24
834,7159.56298828125,2014-04-25
835,7109.69287109375,2014-04-26
836,7181.99658203125,2014-04-27
837,7133.25,2014-04-28
838,6983.02685546875,2014-04-29
839,6799.8994140625,2014-04-30
840,6525.59228515625,2014-05-01
841,6236.34521484375,2014-05-02
842,5962.4482421875,2014-05-03
843,5675.10107421875,2014-05-04
844,5385.07568359375,2014-05-05
