Period Number,Value,Date
845,5099.9697265625,2014-05-06
846,4761.86083984375,2014-05-07
847,4465.63818359375,2014-05-08
848,4114.03466796875,2014-05-09
849,4139.03662109375,2014-05-10
850,4319.5869140625,2014-05-11
851,4437.16650390625,2014-05-12
852,4527.037109375,2014-05-13
853,4583.45947265625,2014-05-14
854,4604.22998046875,2014-05-15
855,4571.8505859375,2014-05-16
856,4527.0625,2014-05-17
857,4494.47412109375,2014-05-18
858,4405.76513671875,2014-05-19
859,4332.48291015625,2014-05-20
860,4225.26953125,2014-05-21
861,4188.4677734375,2014-05-22
862,4121.51513671875,2014-05-23
863,3984.456787109375,2014-05-24
864,3831.22021484375,2014-05-25
865,3643.107177734375,2014-05-26
866,3426.339111328125,2014-05-27
867,3247.1982421875,2014-05-28
868,2913.097412109375,2014-05-29
869,2606.354736328125,2014-05-30
870,2327.052978515625,2014-05-31
871,2015.602294921875,2014-06-01
872,1725.2969970703125,2014-06-02
873,1447.7047119140625,2014-06-03
874,1233.2354736328125,2014-06-04
875,1022.3681030273438,2014-06-05
876,798.178955078125,2014-06-06
877,607.5718994140625,2014-06-07
878,500.0905456542969,2014-06-08
879,409.6560363769531,2014-06-09
880,306.9103698730469,2014-06-10
881,220.27749633789062,2014-06-11
882,169.53448486328125,2014-06-12
883,127.16748809814453,2014-06-13
884,98.75270080566406,2014-06-14
885,77.77430725097656,2014-06-15
886,66.87088012695312,2014-06-16
887,55.00381088256836,2014-06-17
888,49.668434143066406,2014-06-18
889,54.005645751953125,2014-06-19
890,76.79589080810547,2014-06-20
891,119.29385375976562,2014-06-21
892,163.9675750732422,2014-06-22
893,219.11085510253906,2014-06-23
894,287.9671325683594,2014-06-24
895,374.50799560546875,2014-06-25
896,461.6192321777344,2014-06-26
897,560.4625244140625,2014-06-27
898,679.637451171875,2014-06-28
899,804.4736328125,2014-06-29
900,926.2258911132812,2014-06-30
901,1073.2222900390625,2014-07-01
902,1226.6845703125,2014-07-02
903,1391.1754150390625,2014-07-03
904,1573.9630126953125,2014-07-04
905,1780.3642578125,2014-07-05
906,2072.03955078125,2014-07-06
907,2414.388427734375,2014-07-07
908,2799.679443359375,2014-07-08
909,3022.077392578125,2014-07-09
910,3314.445068359375,2014-07-10
911,3579.9296875,2014-07-11
912,3767.837890625,2014-07-12
913,3936.501953125,2014-07-13
914,4155.58544921875,2014-07-14
915,4245.978515625,2014-07-15
916,4337.5615234375,2014-07-16
917,4386.04833984375,2014-07-17
918,4411.48681640625,2014-07-18
919,4367.8779296875,2014-07-19
920,4244.07666015625,2014-07-20
921,4080.4873046875,2014-07-21
922,3830.1708984375,2014-07-22
923,3311.42333984375,2014-07-23
924,2936.1220703125,2014-07-24
925,2541.979736328125,2014-07-25
926,2213.825439453125,2014-07-26
927,1992.2569580078125,2014-07-27
928,1874.7955322265625,2014-07-28
929,1774.200439453125,2014-07-29
930,1636.4234619140625,2014-07-30
931,1760.1038818359375,2014-07-31
932,1959.798828125,2014-08-01
933,2159.6806640625,2014-08-02
934,2364.08984375,2014-08-03
935,2560.4228515625,2014-08-04
936,2729.369873046875,2014-08-05
937,2883.721435546875,2014-08-06
938,2997.36181640625,2014-08-07
939,3082.947265625,2014-08-08
940,3113.144775390625,2014-08-09
941,3123.83251953125,2014-08-10
942,3043.1484375,2014-08-11
943,2896.70849609375,2014-08-12
944,2664.860107421875,2014-08-13
945,2284.356201171875,2014-08-14
946,1877.4385986328125,2014-08-15
947,1540.3555908203125,2014-08-16
948,1164.9091796875,2014-08-17
949,793.2245483398438,2014-08-18
950,519.0978393554688,2014-08-19
951,328.8299560546875,2014-08-20
952,195.5976104736328,2014-08-21
953,159.96543884277344,2014-08-22
954,157.78652954101562,2014-08-23
955,170.2988739013672,2014-08-24
956,181.3259735107422,2014-08-25
957,286.4913330078125,2014-08-26
958,414.45489501953125,2014-08-27
959,559.8974609375,2014-08-28
960,697.8853759765625,2014-08-29
961,837.5866088867188,2014-08-30
962,1002.3307495117188,2014-08-31
963,1147.8592529296875,2014-09-01
964,1263.9560546875,2014-09-02
965,1338.050537109375,2014-09-03
966,1350.7520751953125,2014-09-04
967,1357.22607421875,2014-09-05
968,1318.2135009765625,2014-09-06
969,1267.2744140625,2014-09-07
970,1222.684326171875,2014-09-08
971,1157.1834716796875,2014-09-09
972,1092.2080078125,2014-09-10
973,1016.1612548828125,2014-09-11
974,953.862548828125,2014-09-12
975,921.7241821289062,2014-09-13
976,996.0985717773438,2014-09-14
977,1057.6199951171875,2014-09-15
978,1138.958984375,2014-09-16
979,1193.6407470703125,2014-09-17
980,1251.9112548828125,2014-09-18
981,1290.686767578125,2014-09-19
982,1320.012451171875,2014-09-20
983,1349.1058349609375,2014-09-21
984,1370.8865966796875,2014-09-22
985,1416.9954833984375,2014-09-23
986,1517.8175048828125,2014-09-24
987,1590.5777587890625,2014-09-25
988,1694.057373046875,2014-09-26
989,1769.845947265625,2014-09-27
990,1846.3126220703125,2014-09-28
991,2047.5220947265625,2014-09-29
992,2213.166015625,2014-09-30
993,2411.08642578125,2014-10-01
994,2647.5966796875,2014-10-02
995,2939.497802734375,2014-10-03
996,3361.282470703125,2014-10-04
997,3815.331787109375,2014-10-05
998,4256.888671875,2014-10-06
999,4665.89990234375,2014-10-07
1000,4922.45947265625,2014-10-08
1001,5092.09619140625,2014-10-09
1002,5268.4453125,2014-10-10
1003,5408.59228515625,2014-10-11
1004,5404.08349609375,2014-10-12
1005,5319.7001953125,2014-10-13
1006,5165.8740234375,2014-10-14
1007,5053.5927734375,2014-10-15
1008,4999.861328125,2014-10-16
1009,4935.27880859375,2014-10-17
1010,4829.09228515625,2014-10-18
1011,4738.54736328125,2014-10-19
1012,4665.52099609375,2014-10-20
1013,4567.8115234375,2014-10-21
1014,4485.71826171875,2014-10-22
1015,4477.5244140625,2014-10-23
1016,4447.09619140625,2014-10-24
1017,4455.9990234375,2014-10-25
1018,4436.09423828125,2014-10-26
1019,4424.73291015625,2014-10-27
1020,4382.0126953125,2014-10-28
1021,4411.3623046875,2014-10-29
1022,4373.70068359375,2014-10-30
1023,4364.27783203125,2014-10-31
1024,4401.7001953125,2014-11-01
1025,4432.13623046875,2014-11-02
1026,4448.70947265625,2014-11-03
1027,4426.38623046875,2014-11-04
1028,4378.2451171875,2014-11-05
1029,4269.85400390625,2014-11-06
1030,4205.26318359375,2014-11-07
1031,4227.3056640625,2014-11-08
1032,4251.32666015625,2014-11-09
1033,4267.49951171875,2014-11-10
1034,4318.22998046875,2014-11-11
1035,4321.537109375,2014-11-12
1036,4270.99951171875,2014-11-13
1037,4212.1826171875,2014-11-14
1038,4129.44140625,2014-11-15
1039,4024.6474609375,2014-11-16
1040,3907.144287109375,2014-11-17
1041,3763.90625,2014-11-18
1042,3587.283447265625,2014-11-19
1043,3381.36865234375,2014-11-20
1044,3155.84521484375,2014-11-21
1045,2910.734619140625,2014-11-22
1046,2683.28857421875,2014-11-23
1047,2460.309814453125,2014-11-24
1048,2261.223388671875,2014-11-25
1049,2124.86669921875,2014-11-26
1050,2000.7933349609375,2014-11-27
1051,1844.4051513671875,2014-11-28
1052,1741.9471435546875,2014-11-29
1053,1757.7161865234375,2014-11-30
1054,1759.575439453125,2014-12-01
1055,1733.1875,2014-12-02
1056,1717.5975341796875,2014-12-03
1057,1724.33154296875,2014-12-04
1058,1723.6949462890625,2014-12-05
1059,1716.910888671875,2014-12-06
1060,1701.577880859375,2014-12-07
1061,1726.1259765625,2014-12-08
1062,1776.1409912109375,2014-12-09
1063,1845.23388671875,2014-12-10
1064,1885.7373046875,2014-12-11
1065,1900.9888916015625,2014-12-12
1066,1907.715576171875,2014-12-13
1067,1873.4144287109375,2014-12-14
1068,1843.531494140625,2014-12-15
1069,1867.75732421875,2014-12-16
1070,1889.92333984375,2014-12-17
1071,1931.6533203125,2014-12-18
1072,1922.284423828125,2014-12-19
1073,1836.613037109375,2014-12-20
1074,1787.4014892578125,2014-12-21
1075,1676.5570068359375,2014-12-22
1076,1540.3927001953125,2014-12-23
1077,1457.01025390625,2014-12-24
1078,1385.4041748046875,2014-12-25
1079,1284.090087890625,2014-12-26
1080,1229.4842529296875,2014-12-27
1081,1174.239013671875,2014-12-28
1082,1138.1192626953125,2014-12-29
1083,1110.1895751953125,2014-12-30
1084,1053.6761474609375,2014-12-31
1085,1027.475830078125,2015-01-01
1086,991.436279296875,2015-01-02
1087,1074.232421875,2015-01-03
1088,1231.7518310546875,2015-01-04
1089,1330.50634765625,2015-01-05
1090,1367.9337158203125,2015-01-09
1091,1491.03955078125,2015-01-10
1092,1659.896240234375,2015-01-11
1093,1821.52734375,2015-01-12
1094,2223.548828125,2015-01-13
1095,3109.409912109375,2015-01-14
1096,3640.42724609375,2015-01-15
1097,4175.1025390625,2015-01-16
1098,4753.4228515625,2015-01-17
1099,5131.982421875,2015-01-18
1100,5387.3232421875,2015-01-19
1101,5607.625,2015-01-20
1102,5548.05908203125,2015-01-21
1103,5341.23779296875,2015-01-22
1104,5070.4462890625,2015-01-23
1105,4628.9345703125,2015-01-24
1106,4157.40234375,2015-01-25
1107,3598.510986328125,2015-01-26
1108,3165.25634765625,2015-01-27
1109,2942.635498046875,2015-01-28
1110,2743.432373046875,2015-01-29
1111,2626.766845703125,2015-01-30
1112,2612.275146484375,2015-01-31
1113,2645.291259765625,2015-02-01
1114,2838.021728515625,2015-02-02
1115,3022.529052734375,2015-02-03
1116,3207.18896484375,2015-02-04
1117,3361.317626953125,2015-02-05
1118,3508.085205078125,2015-02-06
1119,3710.669189453125,2015-02-07
1120,3894.894287109375,2015-02-08
1121,4099.0087890625,2015-02-09
1122,4271.68017578125,2015-02-10
1123,4451.4296875,2015-02-11
1124,4600.18896484375,2015-02-12
1125,4820.16162109375,2015-02-13
1126,5002.8544921875,2015-02-14
1127,5211.27734375,2015-02-15
1128,5477.38330078125,2015-02-16
1129,5756.4404296875,2015-02-17
1130,6038.41552734375,2015-02-18
1131,6308.2158203125,2015-02-19
1132,6546.4384765625,2015-02-20
1133,6731.35888671875,2015-02-21
1134,6938.86865234375,2015-02-22
1135,7169.5146484375,2015-02-23
1136,7287.80810546875,2015-02-24
1137,7352.98046875,2015-02-25
1138,7352.97119140625,2015-02-26
1139,7119.57958984375,2015-02-27
1140,6844.0654296875,2015-02-28
1141,6603.37939453125,2015-03-01
1142,6445.57470703125,2015-03-02
1143,6208.38671875,2015-03-03
1144,5912.6474609375,2015-03-04
1145,5638.7548828125,2015-03-05
1146,5325.52880859375,2015-03-06
1147,5084.66357421875,2015-03-07
1148,4844.728515625,2015-03-08
1149,4609.876953125,2015-03-09
1150,4316.57666015625,2015-03-10
1151,3992.009765625,2015-03-11
1152,3654.3466796875,2015-03-12
1153,3350.99609375,2015-03-13
1154,3042.72509765625,2015-03-14
1155,2718.940673828125,2015-03-15
1156,2403.388427734375,2015-03-16
1157,2091.843017578125,2015-03-17
1158,1791.303955078125,2015-03-18
1159,1501.83056640625,2015-03-19
1160,1424.355712890625,2015-03-20
1161,1487.348388671875,2015-03-21
1162,1547.19384765625,2015-03-22
1163,1644.4637451171875,2015-03-23
1164,1868.0400390625,2015-03-24
1165,2120.98486328125,2015-03-25
1166,2378.574951171875,2015-03-26
1167,2647.4287109375,2015-03-27
1168,2868.522216796875,2015-03-28
1169,3143.903076171875,2015-03-29
1170,3342.990234375,2015-03-30
1171,3525.412841796875,2015-03-31
1172,3634.655029296875,2015-04-01
1173,3628.640380859375,2015-04-02
1174,3544.5751953125,2015-04-03
1175,3395.926025390625,2015-04-04
1176,3137.779541015625,2015-04-05
1177,2871.96630859375,2015-04-06
1178,2587.589599609375,2015-04-07
1179,2340.5810546875,2015-04-08
1180,2086.624755859375,2015-04-09
1181,1868.492431640625,2015-04-10
1182,1645.709228515625,2015-04-11
1183,1430.3665771484375,2015-04-12
1184,1293.1796875,2015-04-13
1185,1201.7493896484375,2015-04-14
1186,1116.2281494140625,2015-04-15
1187,997.963134765625,2015-04-16
1188,929.00634765625,2015-04-17
1189,878.4696655273438,2015-04-18
1190,854.49658203125,2015-04-19
1191,825.65966796875,2015-04-20
1192,761.6234741210938,2015-04-21
1193,736.4041748046875,2015-04-22
1194,786.34033203125,2015-04-23
1195,820.8854370117188,2015-04-24
1196,844.2135009765625,2015-04-25
1197,871.4664306640625,2015-04-26
1198,788.0364379882812,2015-04-27
1199,563.7262573242188,2015-04-28
1200,430.23138427734375,2015-04-29
1201,289.3908996582031,2015-04-30
1202,171.0411834716797,2015-05-01
1203,76.8720703125,2015-05-02
1204,16.160873413085938,2015-05-03
1205,1.2614946365356445,2015-05-04
1206,33.28692626953125,2015-05-05
1207,96.90921783447266,2015-05-06
1208,203.11904907226562,2015-05-07
1209,345.8399658203125,2015-05-08
1210,509.66461181640625,2015-05-09
1211,654.92724609375,2015-05-10
1212,803.06103515625,2015-05-11
1213,948.0364990234375,2015-05-12
1214,1059.800048828125,2015-05-13
1215,1162.4229736328125,2015-05-14
1216,1253.3856201171875,2015-05-15
1217,1310.3043212890625,2015-05-16
1218,1336.814453125,2015-05-17
1219,1328.7972412109375,2015-05-18
1220,1293.78271484375,2015-05-19
1221,1261.4505615234375,2015-05-20
1222,1210.281005859375,2015-05-21
1223,1155.7637939453125,2015-05-22
1224,1084.4659423828125,2015-05-23
1225,1010.515625,2015-05-24
1226,997.032470703125,2015-05-25
1227,978.2591552734375,2015-05-26
1228,941.2569580078125,2015-05-27
1229,864.3904418945312,2015-05-28
1230,739.6897583007812,2015-05-29
1231,652.0007934570312,2015-05-30
1232,565.6959838867188,2015-05-31
1233,463.9928283691406,2015-06-01
1234,385.953125,2015-06-02
1235,350.4176025390625,2015-06-03
1236,316.7979736328125,2015-06-04
1237,388.9282531738281,2015-06-05
1238,503.56591796875,2015-06-06
1239,637.5681762695312,2015-06-07
1240,759.3507690429688,2015-06-08
1241,876.4312744140625,2015-06-09
1242,987.06884765625,2015-06-10
1243,1067.4053955078125,2015-06-11
1244,1130.41015625,2015-06-12
1245,1163.1390380859375,2015-06-13
1246,1165.4293212890625,2015-06-14
1247,1132.198974609375,2015-06-15
1248,1035.34130859375,2015-06-16
1249,940.7766723632812,2015-06-17
1250,841.4903564453125,2015-06-18
1251,756.3622436523438,2015-06-19
1252,670.4691162109375,2015-06-20
1253,585.782958984375,2015-06-21
1254,499.89111328125,2015-06-22
1255,425.5574035644531,2015-06-23
1256,368.3014831542969,2015-06-24
1257,317.27618408203125,2015-06-25
1258,272.1526794433594,2015-06-26
1259,216.0654754638672,2015-06-27
1260,172.06105041503906,2015-06-28
1261,123.25007629394531,2015-06-29
1262,78.419921875,2015-06-30
1263,46.84108352661133,2015-07-01
1264,24.536945343017578,2015-07-02
1265,10.478781700134277,2015-07-03
1266,1.2358694076538086,2015-07-04
1267,3.1709108352661133,2015-07-05
1268,20.465065002441406,2015-07-06
1269,47.28458786010742,2015-07-07
1270,86.49906158447266,2015-07-08
1271,147.22935485839844,2015-07-09
1272,244.745849609375,2015-07-10
1273,375.2370300292969,2015-07-11
1274,561.6635131835938,2015-07-12
1275,716.0585327148438,2015-07-13
1276,866.3369750976562,2015-07-14
1277,1015.0382690429688,2015-07-15
1278,1114.7269287109375,2015-07-16
1279,1179.7139892578125,2015-07-17
1280,1191.5079345703125,2015-07-18
1281,1170.5546875,2015-07-19
1282,1158.5460205078125,2015-07-20
1283,1124.6378173828125,2015-07-21
1284,1067.179443359375,2015-07-22
1285,1005.2530517578125,2015-07-23
1286,971.0960083007812,2015-07-24
1287,927.5350952148438,2015-07-25
1288,881.7026977539062,2015-07-26
1289,830.447998046875,2015-07-27
1290,777.11572265625,2015-07-28
1291,727.1727294921875,2015-07-29
1292,670.2091674804688,2015-07-30
1293,613.75830078125,2015-07-31
1294,559.4505004882812,2015-08-01
1295,517.9835205078125,2015-08-02
1296,568.390625,2015-08-03
1297,632.9186401367188,2015-08-04
1298,704.2658081054688,2015-08-05
1299,764.32373046875,2015-08-06
1300,812.8905639648438,2015-08-07
1301,881.3262939453125,2015-08-08
1302,962.692138671875,2015-08-09
1303,1033.0263671875,2015-08-10
1304,1084.28466796875,2015-08-11
1305,1157.8231201171875,2015-08-12
1306,1209.465576171875,2015-08-13
1307,1253.1016845703125,2015-08-14
1308,1304.9490966796875,2015-08-15
1309,1347.3067626953125,2015-08-16
1310,1365.3321533203125,2015-08-17
1311,1362.70068359375,2015-08-18
1312,1420.246826171875,2015-08-19
1313,1448.3255615234375,2015-08-20
1314,1473.823974609375,2015-08-21
1315,1470.3380126953125,2015-08-22
1316,1462.5733642578125,2015-08-23
1317,1474.54443359375,2015-08-24
1318,1420.7984619140625,2015-08-25
1319,1346.8575439453125,2015-08-26
1320,1259.3216552734375,2015-08-27
1321,1146.5753173828125,2015-08-28
1322,1034.30078125,2015-08-29
1323,910.616455078125,2015-08-30
1324,780.7880249023438,2015-08-31
1325,663.7069702148438,2015-09-01
1326,551.1294555664062,2015-09-02
1327,455.0783996582031,2015-09-03
1328,363.3768005371094,2015-09-04
1329,280.3050842285156,2015-09-05
1330,201.1326446533203,2015-09-06
1331,134.78564453125,2015-09-07
1332,81.27325439453125,2015-09-08
1333,44.394554138183594,2015-09-09
1334,18.72208023071289,2015-09-10
1335,6.633049964904785,2015-09-11
1336,13.402398109436035,2015-09-12
1337,25.706167221069336,2015-09-13
1338,48.205169677734375,2015-09-14
1339,77.99109649658203,2015-09-15
1340,122.5228271484375,2015-09-16
1341,188.9566650390625,2015-09-17
1342,267.6578063964844,2015-09-18
1343,362.2255554199219,2015-09-19
1344,461.0999450683594,2015-09-20
1345,563.968994140625,2015-09-21
1346,677.7034301757812,2015-09-22
1347,796.7418823242188,2015-09-23
1348,925.3859252929688,2015-09-24
1349,1047.616943359375,2015-09-25
1350,1169.3504638671875,2015-09-26
1351,1271.564208984375,2015-09-27
1352,1329.986328125,2015-09-28
1353,1381.098388671875,2015-09-29
1354,1412.10791015625,2015-09-30
1355,1443.2841796875,2015-10-01
1356,1457.1448974609375,2015-10-02
1357,1465.804443359375,2015-10-03
1358,1458.395263671875,2015-10-04
1359,1452.1878662109375,2015-10-05
1360,1456.05517578125,2015-10-06
1361,1447.657958984375,2015-10-07
1362,1433.1514892578125,2015-10-08
1363,1393.4774169921875,2015-10-09
1364,1358.9189453125,2015-10-10
1365,1300.3587646484375,2015-10-11
1366,1216.1700439453125,2015-10-12
1367,1146.7794189453125,2015-10-13
1368,1087.783447265625,2015-10-14
1369,1037.12548828125,2015-10-15
1370,978.687744140625,2015-10-16
1371,909.9937744140625,2015-10-17
1372,823.9989013671875,2015-10-18
1373,754.5928955078125,2015-10-19
1374,687.1488037109375,2015-10-20
1375,607.8695678710938,2015-10-21
1376,524.0531005859375,2015-10-22
1377,433.63397216796875,2015-10-23
1378,332.6802062988281,2015-10-24
1379,259.6968078613281,2015-10-25
1380,196.30918884277344,2015-10-26
1381,157.58731079101562,2015-10-27
1382,130.93551635742188,2015-10-28
1383,101.3494644165039,2015-10-29
1384,71.97344207763672,2015-10-30
1385,50.944461822509766,2015-10-31
1386,29.64685821533203,2015-11-01
1387,6.745528697967529,2015-11-02
1388,7.453196048736572,2015-11-03
1389,63.8470573425293,2015-11-04
1390,168.02481079101562,2015-11-05
1391,287.5252990722656,2015-11-06
1392,456.8844299316406,2015-11-07
1393,631.1188354492188,2015-11-08
1394,854.8976440429688,2015-11-09
1395,994.1853637695312,2015-11-10
1396,1042.17431640625,2015-11-11
1397,1179.351806640625,2015-11-12
1398,1339.751708984375,2015-11-13
1399,1487.6573486328125,2015-11-14
1400,1560.093505859375,2015-11-15
1401,1678.5137939453125,2015-11-16
1402,1813.7962646484375,2015-11-17
1403,1937.359619140625,2015-11-18
1404,2013.3753662109375,2015-11-19
1405,2050.96484375,2015-11-20
1406,2092.132080078125,2015-11-21
1407,2111.05029296875,2015-11-22
1408,2128.5439453125,2015-11-23
1409,2130.40380859375,2015-11-24
1410,2155.863525390625,2015-11-25
1411,2249.2119140625,2015-11-26
1412,2513.1875,2015-11-27
1413,2790.34716796875,2015-11-28
1414,3093.13720703125,2015-11-29
1415,3378.0732421875,2015-11-30
1416,3523.420166015625,2015-12-01
1417,3752.2626953125,2015-12-02
1418,3959.13818359375,2015-12-03
1419,4148.50439453125,2015-12-04
1420,4304.94287109375,2015-12-05
1421,4330.9208984375,2015-12-06
1422,4430.1787109375,2015-12-07
1423,4534.89599609375,2015-12-08
1424,4625.3134765625,2015-12-09
1425,4734.93212890625,2015-12-10
1426,4806.4775390625,2015-12-11
1427,4862.9228515625,2015-12-12
1428,4913.39453125,2015-12-13
1429,4934.4169921875,2015-12-14
1430,4950.1201171875,2015-12-15
1431,4943.43359375,2015-12-16
1432,4938.28857421875,2015-12-17
1433,5089.580078125,2015-12-18
1434,5430.1708984375,2015-12-19
1435,5727.13037109375,2015-12-20
1436,6010.1552734375,2015-12-21
1437,6271.12939453125,2015-12-22
1438,6554.15625,2015-12-23
1439,6877.951171875,2015-12-24
1440,7180.31787109375,2015-12-25
1441,7272.3974609375,2015-12-26
1442,7406.4052734375,2015-12-27
1443,7508.66455078125,2015-12-28
1444,7648.17919921875,2015-12-29
1445,7765.8955078125,2015-12-30
1446,7872.84228515625,2015-12-31
1447,7959.4873046875,2016-01-01
1448,8029.76513671875,2016-01-02
1449,8033.13037109375,2016-01-03
1450,8048.005859375,2016-01-04
1451,8028.837890625,2016-01-05
1452,7982.59619140625,2016-01-06
1453,8021.53857421875,2016-01-07
1454,8011.10888671875,2016-01-08
1455,7921.4189453125,2016-01-09
1456,7789.97216796875,2016-01-10
1457,7625.05615234375,2016-01-11
1458,7409.7275390625,2016-01-12
1459,7086.0322265625,2016-01-13
1460,6723.44482421875,2016-01-14
1461,5991.30810546875,2016-01-15
1462,5427.77783203125,2016-01-16
1463,4885.048828125,2016-01-17
1464,4408.4375,2016-01-18
1465,4083.31591796875,2016-01-19
1466,4069.847412109375,2016-01-20
1467,4051.26025390625,2016-01-21
1468,4028.767822265625,2016-01-22
1469,3998.12841796875,2016-01-23
1470,3939.685546875,2016-01-24
1471,3879.248291015625,2016-01-25
1472,3849.005859375,2016-01-26
1473,3897.947265625,2016-01-27
1474,3959.22900390625,2016-01-28
1475,4008.9814453125,2016-01-29
1476,3972.931396484375,2016-01-30
1477,3904.56103515625,2016-01-31
1478,3783.025634765625,2016-02-01
1479,3583.477783203125,2016-02-02
1480,3355.123046875,2016-02-03
1481,3043.589111328125,2016-02-04
1482,2702.509033203125,2016-02-05
1483,2342.631591796875,2016-02-06
1484,1965.76416015625,2016-02-07
1485,1616.0054931640625,2016-02-08
1486,1274.1329345703125,2016-02-09
1487,961.497314453125,2016-02-10
1488,690.1685180664062,2016-02-11
1489,502.36981201171875,2016-02-12
1490,386.64727783203125,2016-02-13
1491,512.5551147460938,2016-02-14
1492,700.5679931640625,2016-02-15
1493,945.390380859375,2016-02-16
1494,1228.785400390625,2016-02-17
1495,1522.6778564453125,2016-02-18
1496,1813.6414794921875,2016-02-19
1497,2127.6953125,2016-02-20
1498,2426.50439453125,2016-02-21
1499,2687.011962890625,2016-02-22
1500,2839.123779296875,2016-02-23
1501,2959.229736328125,2016-02-24
1502,3034.299072265625,2016-02-25
1503,3096.353759765625,2016-02-26
1504,3090.1806640625,2016-02-27
1505,3040.923095703125,2016-02-28
1506,2962.219482421875,2016-02-29
1507,2845.33349609375,2016-03-01
1508,2649.43359375,2016-03-02
1509,2416.842529296875,2016-03-03
1510,2139.618408203125,2016-03-04
1511,1837.0477294921875,2016-03-05
1512,1568.1358642578125,2016-03-06
1513,1323.9908447265625,2016-03-07
1514,1099.6175537109375,2016-03-09
1515,896.6661376953125,2016-03-10
1516,711.6083374023438,2016-03-11
1517,537.1943969726562,2016-03-12
1518,389.25390625,2016-03-13
1519,266.65582275390625,2016-03-14
1520,175.176513671875,2016-03-15
1521,110.56846618652344,2016-03-16
1522,93.091796875,2016-03-17
1523,81.70752716064453,2016-03-18
1524,64.20983123779297,2016-03-19
1525,53.907501220703125,2016-03-20
1526,51.88814163208008,2016-03-21
1527,65.4051284790039,2016-03-22
1528,84.88877868652344,2016-03-23
1529,109.72188568115234,2016-03-24
1530,135.3643341064453,2016-03-25
1531,165.83547973632812,2016-03-26
1532,192.68408203125,2016-03-27
1533,222.89544677734375,2016-03-28
1534,262.5080871582031,2016-03-29
1535,310.33148193359375,2016-03-30
1536,359.4309387207031,2016-03-31
1537,412.61041259765625,2016-04-01
1538,464.890625,2016-04-02
1539,512.4583129882812,2016-04-03
1540,555.8092651367188,2016-04-04
1541,585.0390014648438,2016-04-05
1542,609.5210571289062,2016-04-06
1543,625.0079345703125,2016-04-07
1544,633.6141967773438,2016-04-08
1545,618.13720703125,2016-04-09
1546,586.4793090820312,2016-04-10
1547,539.4457397460938,2016-04-11
1548,479.8688659667969,2016-04-12
1549,409.6357727050781,2016-04-13
1550,334.5173034667969,2016-04-14
1551,254.90567016601562,2016-04-15
1552,179.60360717773438,2016-04-16
1553,119.51526641845703,2016-04-17
1554,85.36666107177734,2016-04-18
1555,62.042728424072266,2016-04-19
1556,42.27851104736328,2016-04-20
1557,38.636749267578125,2016-04-21
1558,55.92198944091797,2016-04-22
1559,99.28092193603516,2016-04-23
1560,157.2934112548828,2016-04-24
1561,233.46923828125,2016-04-25
1562,325.1998596191406,2016-04-26
1563,404.3016357421875,2016-04-27
1564,478.5651550292969,2016-04-28
1565,550.1090087890625,2016-04-29
1566,627.508056640625,2016-04-30
1567,707.3645629882812,2016-05-01
1568,771.73779296875,2016-05-02
1569,831.852294921875,2016-05-03
1570,880.704833984375,2016-05-04
1571,910.5890502929688,2016-05-05
1572,934.158935546875,2016-05-06
1573,940.5692749023438,2016-05-07
1574,928.6751708984375,2016-05-08
1575,901.1285400390625,2016-05-09
1576,850.7788696289062,2016-05-10
1577,792.441650390625,2016-05-11
1578,718.5185546875,2016-05-12
1579,646.3424072265625,2016-05-13
1580,572.9920043945312,2016-05-14
1581,499.7288818359375,2016-05-15
1582,427.2346496582031,2016-05-16
1583,358.02740478515625,2016-05-17
1584,294.6997375488281,2016-05-18
1585,238.3309783935547,2016-05-19
1586,190.83120727539062,2016-05-20
1587,160.78976440429688,2016-05-21
1588,166.58470153808594,2016-05-22
1589,167.50302124023438,2016-05-23
1590,167.8768310546875,2016-05-24
1591,174.57891845703125,2016-05-25
1592,178.40679931640625,2016-05-26
1593,175.81314086914062,2016-05-27
1594,163.59075927734375,2016-05-28
1595,160.9230194091797,2016-05-29
1596,158.37899780273438,2016-05-30
1597,158.1453857421875,2016-05-31
1598,167.35874938964844,2016-06-01
1599,210.1299591064453,2016-06-02
1600,278.17431640625,2016-06-03
1601,371.931640625,2016-06-04
1602,482.22393798828125,2016-06-05
1603,619.3955078125,2016-06-06
1604,742.0122680664062,2016-06-07
1605,875.1075439453125,2016-06-08
1606,1001.2433471679688,2016-06-09
1607,1135.5167236328125,2016-06-10
1608,1266.697998046875,2016-06-11
1609,1531.5294189453125,2016-06-12
1610,1871.20751953125,2016-06-13
1611,2199.890380859375,2016-06-14
1612,2515.093505859375,2016-06-15
1613,2959.89599609375,2016-06-16
1614,3370.94140625,2016-06-17
1615,3786.286865234375,2016-06-18
1616,4206.2275390625,2016-06-19
1617,4530.2861328125,2016-06-20
1618,4616.1416015625,2016-06-21
1619,4479.314453125,2016-06-22
1620,4405.51123046875,2016-06-23
1621,4404.90185546875,2016-06-24
1622,4427.8388671875,2016-06-25
1623,4328.24755859375,2016-06-26
1624,4259.5498046875,2016-06-27
1625,4175.34814453125,2016-06-28
1626,4062.478515625,2016-06-29
1627,4023.26513671875,2016-06-30
1628,3994.573974609375,2016-07-01
1629,3994.538330078125,2016-07-02
1630,3912.021728515625,2016-07-03
1631,3836.15771484375,2016-07-04
