Period Number,Value,Date
1185,6913.75732421875,2015-09-13
1186,6369.75341796875,2015-09-14
1187,5858.95458984375,2015-09-15
1188,5415.88232421875,2015-09-16
1189,5028.98681640625,2015-09-17
1190,4686.8935546875,2015-09-18
1191,4318.63720703125,2015-09-19
1192,3949.2509765625,2015-09-20
1193,3623.25439453125,2015-09-21
1194,3361.662353515625,2015-09-22
1195,3090.085693359375,2015-09-23
1196,2823.23046875,2015-09-24
1197,2550.11474609375,2015-09-25
1198,2194.852294921875,2015-09-26
1199,1710.3543701171875,2015-09-27
1200,1329.103515625,2015-09-28
1201,969.8159790039062,2015-09-29
1202,636.0564575195312,2015-09-30
1203,371.3148498535156,2015-10-01
1204,172.9842529296875,2015-10-02
1205,46.7006950378418,2015-10-03
1206,1.112011194229126,2015-10-04
1207,26.232406616210938,2015-10-05
1208,114.4322738647461,2015-10-06
1209,249.93582153320312,2015-10-07
1210,422.9267272949219,2015-10-08
1211,609.760498046875,2015-10-09
1212,819.214111328125,2015-10-10
1213,1066.3016357421875,2015-10-11
1214,1332.7843017578125,2015-10-12
1215,1611.5751953125,2015-10-13
1216,1904.2974853515625,2015-10-14
1217,2176.49169921875,2015-10-15
1218,2404.2177734375,2015-10-16
1219,2614.676513671875,2015-10-17
1220,2832.1123046875,2015-10-18
1221,3044.747802734375,2015-10-19
1222,3212.964111328125,2015-10-20
1223,3355.658935546875,2015-10-21
1224,3468.457275390625,2015-10-22
1225,3556.597900390625,2015-10-23
1226,3609.513427734375,2015-10-24
1227,3628.1796875,2015-10-25
1228,3607.29541015625,2015-10-26
1229,3488.895751953125,2015-10-27
1230,3289.957763671875,2015-10-28
1231,3089.215576171875,2015-10-29
1232,2860.028564453125,2015-10-30
1233,2619.792236328125,2015-10-31
1234,2383.524658203125,2015-11-01
1235,2096.635009765625,2015-11-02
1236,1768.0340576171875,2015-11-03
1237,1440.3902587890625,2015-11-04
1238,1172.8897705078125,2015-11-05
1239,960.7434692382812,2015-11-06
1240,774.9449462890625,2015-11-07
1241,633.5066528320312,2015-11-08
1242,517.6828002929688,2015-11-09
1243,446.7378234863281,2015-11-10
1244,426.6476135253906,2015-11-11
1245,461.14447021484375,2015-11-12
1246,528.5103149414062,2015-11-13
1247,613.6595458984375,2015-11-14
1248,680.532470703125,2015-11-15
1249,768.56982421875,2015-11-16
1250,870.2767944335938,2015-11-17
1251,989.1405029296875,2015-11-18
1252,1134.8260498046875,2015-11-19
1253,1426.3104248046875,2015-11-20
1254,1776.4737548828125,2015-11-21
1255,2194.334716796875,2015-11-22
1256,2662.15380859375,2015-11-23
1257,3136.67041015625,2015-11-24
1258,3689.315185546875,2015-11-25
1259,4381.7177734375,2015-11-26
1260,5208.3671875,2015-11-27
1261,6075.29638671875,2015-11-28
1262,6924.5634765625,2015-11-29
1263,7906.29052734375,2015-11-30
1264,8883.853515625,2015-12-01
1265,9893.6767578125,2015-12-02
1266,11039.7578125,2015-12-03
1267,12237.927734375,2015-12-04
1268,13455.130859375,2015-12-05
1269,14773.0205078125,2015-12-06
1270,16173.265625,2015-12-07
1271,17660.251953125,2015-12-08
1272,19402.0390625,2015-12-09
1273,21116.888671875,2015-12-10
1274,23165.380859375,2015-12-11
1275,25205.0546875,2015-12-12
1276,27422.884765625,2015-12-13
1277,29951.685546875,2015-12-14
1278,32793.65234375,2015-12-15
1279,35741.91796875,2015-12-16
1280,39015.6640625,2015-12-17
1281,42496.55859375,2015-12-18
1282,46136.64453125,2015-12-19
1283,49672.0078125,2015-12-20
1284,53307.27734375,2015-12-21
1285,56950.1875,2015-12-22
1286,60781.22265625,2015-12-23
1287,64854.16015625,2015-12-24
1288,68716.296875,2015-12-25
1289,72044.3203125,2015-12-26
1290,75515.4296875,2015-12-27
1291,79268.890625,2015-12-28
1292,83039.2421875,2015-12-29
1293,86797.3984375,2015-12-30
1294,90561.8828125,2015-12-31
1295,94373.8125,2016-01-01
1296,98507.1328125,2016-01-02
1297,102495.0859375,2016-01-03
1298,106597.8203125,2016-01-04
1299,110448.984375,2016-01-05
1300,114047.2109375,2016-01-06
1301,117631.4453125,2016-01-07
1302,121288.9921875,2016-01-08
1303,124658.859375,2016-01-09
1304,127851.1875,2016-01-10
1305,131239.53125,2016-01-11
1306,134281.640625,2016-01-12
1307,137010.015625,2016-01-13
1308,139685.78125,2016-01-14
1309,140915.046875,2016-01-15
1310,142251.828125,2016-01-16
1311,143049.140625,2016-01-17
1312,143957.546875,2016-01-18
1313,144751.921875,2016-01-19
1314,146076.046875,2016-01-20
1315,146843.359375,2016-01-21
1316,147049.671875,2016-01-22
1317,147055.234375,2016-01-23
1318,146860.625,2016-01-24
1319,146371.078125,2016-01-25
1320,145643.046875,2016-01-26
1321,144680.453125,2016-01-27
1322,143272.5,2016-01-28
1323,141580.53125,2016-01-29
1324,139626.21875,2016-01-30
1325,137462.75,2016-01-31
1326,135281.59375,2016-02-01
1327,133126.578125,2016-02-02
1328,130667.890625,2016-02-03
1329,128557.453125,2016-02-04
1330,126205.3125,2016-02-05
1331,123691.0,2016-02-06
1332,121029.0625,2016-02-07
1333,118299.9921875,2016-02-08
1334,115579.3984375,2016-02-09
1335,112767.984375,2016-02-10
1336,109819.125,2016-02-11
1337,106714.609375,2016-02-12
1338,103667.4375,2016-02-13
1339,100797.3515625,2016-02-14
1340,97757.4453125,2016-02-15
1341,94816.25,2016-02-16
1342,92003.7578125,2016-02-17
1343,89168.0859375,2016-02-18
1344,86474.703125,2016-02-19
1345,83977.765625,2016-02-20
1346,81488.875,2016-02-21
1347,79083.0859375,2016-02-22
1348,76537.4140625,2016-02-23
1349,74095.90625,2016-02-24
1350,71734.78125,2016-02-25
1351,69641.90625,2016-02-26
1352,67914.4140625,2016-02-27
1353,66215.59375,2016-02-28
1354,64643.89453125,2016-02-29
1355,63045.06640625,2016-03-01
1356,61407.82421875,2016-03-02
1357,59753.8203125,2016-03-03
1358,58095.1484375,2016-03-04
1359,56345.43359375,2016-03-05
1360,54625.95703125,2016-03-06
1361,53013.20703125,2016-03-07
1362,51450.7578125,2016-03-09
1363,50103.55859375,2016-03-10
1364,48749.30859375,2016-03-11
1365,47535.13671875,2016-03-12
1366,46513.50390625,2016-03-13
1367,45440.06640625,2016-03-14
1368,44369.390625,2016-03-15
1369,43279.1015625,2016-03-16
1370,42337.8046875,2016-03-17
1371,41474.5546875,2016-03-18
1372,40699.20703125,2016-03-19
1373,39870.34375,2016-03-20
1374,39086.9921875,2016-03-21
1375,38479.4453125,2016-03-22
1376,38743.75,2016-03-23
1377,39512.88671875,2016-03-24
1378,40444.03515625,2016-03-25
1379,41172.7109375,2016-03-26
1380,41908.03515625,2016-03-27
1381,42654.08203125,2016-03-28
1382,43262.83984375,2016-03-29
1383,43827.11328125,2016-03-30
1384,44304.17578125,2016-03-31
1385,44756.7265625,2016-04-01
1386,45321.7265625,2016-04-02
1387,45905.52734375,2016-04-03
1388,46461.6953125,2016-04-04
1389,47075.73046875,2016-04-05
1390,47817.23828125,2016-04-06
1391,48547.0390625,2016-04-07
1392,49313.66796875,2016-04-08
1393,50105.41015625,2016-04-09
1394,50889.7578125,2016-04-10
1395,51635.30078125,2016-04-11
1396,52354.0703125,2016-04-12
1397,53036.8203125,2016-04-13
1398,53683.56640625,2016-04-14
1399,54350.93359375,2016-04-15
1400,55021.49609375,2016-04-16
1401,55653.3203125,2016-04-17
1402,56239.3046875,2016-04-18
1403,56771.1015625,2016-04-19
1404,57258.0703125,2016-04-20
1405,57537.9609375,2016-04-21
1406,57766.64453125,2016-04-22
1407,57952.34375,2016-04-23
1408,58227.96875,2016-04-24
1409,58428.1796875,2016-04-25
1410,58573.52734375,2016-04-26
1411,58651.98046875,2016-04-27
1412,58585.359375,2016-04-28
1413,58463.05859375,2016-04-29
1414,58304.9296875,2016-04-30
1415,57975.51171875,2016-05-01
1416,57013.18359375,2016-05-02
1417,56379.8671875,2016-05-03
1418,55641.11328125,2016-05-04
1419,54854.7109375,2016-05-05
1420,54030.86328125,2016-05-06
1421,52818.359375,2016-05-07
1422,51909.640625,2016-05-08
1423,51075.0,2016-05-09
1424,50228.0390625,2016-05-10
1425,49490.6328125,2016-05-11
1426,48673.4921875,2016-05-12
1427,47864.66015625,2016-05-13
1428,47086.796875,2016-05-14
1429,46271.30859375,2016-05-15
1430,45468.7734375,2016-05-16
1431,44620.0859375,2016-05-17
1432,43807.99609375,2016-05-18
1433,43013.56640625,2016-05-19
1434,42280.109375,2016-05-20
1435,41576.8203125,2016-05-21
1436,40893.62109375,2016-05-22
1437,40133.67578125,2016-05-23
1438,39405.3359375,2016-05-24
1439,38677.16015625,2016-05-25
1440,37883.1328125,2016-05-26
1441,37055.296875,2016-05-27
1442,36398.3828125,2016-05-28
1443,35712.75390625,2016-05-29
1444,35073.23828125,2016-05-30
1445,34682.625,2016-05-31
1446,34798.69921875,2016-06-01
1447,34895.16015625,2016-06-02
1448,35143.78515625,2016-06-03
1449,35376.72265625,2016-06-04
1450,35652.6953125,2016-06-05
1451,36030.39453125,2016-06-06
1452,36424.9375,2016-06-07
1453,36831.3203125,2016-06-08
1454,37257.69140625,2016-06-09
1455,37686.16015625,2016-06-10
1456,38201.609375,2016-06-11
1457,39202.39453125,2016-06-12
1458,40397.30859375,2016-06-13
1459,41597.48828125,2016-06-14
1460,42798.16796875,2016-06-15
1461,44386.33203125,2016-06-16
1462,45961.87109375,2016-06-17
1463,47654.0,2016-06-18
1464,49493.5,2016-06-19
1465,51193.87109375,2016-06-20
1466,52468.703125,2016-06-21
1467,53332.38671875,2016-06-22
1468,54341.0,2016-06-23
1469,55539.58984375,2016-06-24
1470,56732.69921875,2016-06-25
1471,57705.61328125,2016-06-26
1472,58792.90234375,2016-06-27
1473,59834.390625,2016-06-28
1474,60846.01953125,2016-06-29
1475,62114.8359375,2016-06-30
1476,63127.046875,2016-07-01
1477,64142.390625,2016-07-02
1478,64885.69140625,2016-07-03
1479,65397.03125,2016-07-04
1480,65730.4375,2016-07-05
1481,65956.296875,2016-07-06
1482,65740.515625,2016-07-07
1483,65521.921875,2016-07-08
1484,65076.8828125,2016-07-09
1485,64655.9765625,2016-07-10
1486,64147.58984375,2016-07-11
1487,63781.15234375,2016-07-12
1488,63350.31640625,2016-07-13
1489,62685.01953125,2016-07-14
1490,62062.90625,2016-07-15
1491,61849.80859375,2016-07-16
1492,62305.89453125,2016-07-17
1493,63155.98046875,2016-07-18
1494,63995.6484375,2016-07-19
1495,64578.578125,2016-07-20
1496,65453.47265625,2016-07-21
1497,66101.8984375,2016-07-22
1498,67045.2890625,2016-07-23
1499,67507.9609375,2016-07-24
1500,67449.1015625,2016-07-25
1501,67918.1640625,2016-07-26
1502,68572.0625,2016-07-27
1503,69222.25,2016-07-28
1504,69546.921875,2016-07-29
1505,70123.15625,2016-07-30
